figure,position,video_id,type,title,subtitle,note,group
abb_kategorie_camera_distance_v05.png,3,7524383521972981047,RI,Kameradistanz | RI | id=981047,"Modell: distance=closeUp; p=0.68; frames=54
Menschliche Bewertung des Modells: Kameradistanz=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_distance_variant_5,camera_distance
abb_kategorie_camera_stability_v05.png,1,7242309744612953390,RI,Stabilität | RI | id=953390,"Modell: stability_idx=0.29 (sehr instabil); flow_mean=0.02 (eher bewegt); pairs=28
Menschliche Bewertung des Modells: Stabilität=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_stability_variant_5,camera_stability
abb_kategorie_camera_stability_v05.png,2,7014189798315298053,VI,Stabilität | VI | id=298053,"Modell: stability_idx=1.00 (sehr stabil); flow_mean=0.00 (sehr ruhig kaum Bewegung); pairs=17
Menschliche Bewertung des Modells: Stabilität=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_stability_variant_5,camera_stability
abb_kategorie_camera_stability_v05.png,3,7129589619099847982,VI,Stabilität | VI | id=847982,"Modell: stability_idx=0.57 (mittel stabil); flow_mean=0.01 (eher ruhig); pairs=22
Menschliche Bewertung des Modells: Stabilität=teilweise passend (3.00/5 Likert-Skala; n=2)",camera_stability_variant_5,camera_stability
abb_kategorie_cuts_v05.png,1,7032242293411286273,VI,Schnitte/Dynamik | VI | id=286273,"Modell: cut_count=1 (sehr wenige Schnitte); cuts_s=0.07 (sehr ruhig kaum Schnitte); frames=343
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_5,cuts
abb_kategorie_cuts_v05.png,2,7258222058293710088,VI,Schnitte/Dynamik | VI | id=710088,"Modell: cut_count=5 (sehr wenige Schnitte); cuts_s=0.55 (sehr ruhig kaum Schnitte); frames=275
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_5,cuts
abb_kategorie_cuts_v05.png,3,7014189798315298053,VI,Schnitte/Dynamik | VI | id=298053,"Modell: cut_count=0 (sehr wenige Schnitte); cuts_s=0.00 (sehr ruhig kaum Schnitte); frames=177
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_5,cuts
abb_kategorie_face_emotion_v05.png,1,7174800420806708522,RI,Emotion | RI | id=708522,"Modell: emotion=Neutral; p=0.79; face_frames=22
Menschliche Bewertung des Modells: Emotion=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_emotion_variant_5,face_emotion
abb_kategorie_face_emotion_v05.png,2,7491097821064482070,RI,Emotion | RI | id=482070,"Modell: emotion=Sad; p=0.47; face_frames=9
Menschliche Bewertung des Modells: Emotion=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",face_emotion_variant_5,face_emotion
abb_kategorie_face_emotion_v05.png,3,7550501572598320439,RI,Emotion | RI | id=320439,"Modell: emotion=Angry; p=0.59; face_frames=14
Menschliche Bewertung des Modells: Emotion=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",face_emotion_variant_5,face_emotion
abb_kategorie_body_pose_v05.png,1,7496943419483278635,RI,Pose | RI | id=278635,"Modell: pose=laughing; p=0.73; pose_frames=54
Menschliche Bewertung des Modells: Pose=gut passend (4.00/5 Likert-Skala; n=2)",body_pose_variant_5,body_pose
abb_kategorie_body_pose_v05.png,2,7244163083097132334,RI,Pose | RI | id=132334,"Modell: pose=drinking; p=0.61; pose_frames=23
Menschliche Bewertung des Modells: Pose=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",body_pose_variant_5,body_pose
abb_kategorie_body_pose_v05.png,3,7537330858357706006,VI,Pose | VI | id=706006,"Modell: pose=calling; p=0.48; pose_frames=17
Menschliche Bewertung des Modells: Pose=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",body_pose_variant_5,body_pose
abb_kategorie_beauty_score_v05.png,1,7513173382473485590,VI,Beauty-Score | VI | id=485590,"Modell: beauty_mean=48.27 (sehr hoher Beauty-Score); sd=2.18; face_frames=15
Menschliche Bewertung des Modells: Beauty-Score=sehr gut passend (5.00/5 Likert-Skala; n=2)",beauty_score_variant_5,beauty_score
abb_kategorie_beauty_score_v05.png,2,7027954993026190598,VI,Beauty-Score | VI | id=190598,"Modell: beauty_mean=34.77 (mittlerer Beauty-Score); sd=7.44; face_frames=9
Menschliche Bewertung des Modells: Beauty-Score=gut passend (4.00/5 Likert-Skala; n=2)",beauty_score_variant_5,beauty_score
abb_kategorie_beauty_score_v05.png,3,7014189798315298053,VI,Beauty-Score | VI | id=298053,"Modell: beauty_mean=22.75 (sehr niedriger Beauty-Score); sd=0.66; face_frames=6
Menschliche Bewertung des Modells: Beauty-Score=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",beauty_score_variant_5,beauty_score
abb_kategorie_skin_smoothness_v05.png,1,7550501572598320439,RI,Hautglättung | RI | id=320439,"Modell: highpass_idx=0.00 (sehr natürliche wenig geglättete Haut); dog_idx=0.04 (sehr natürliche wenig geglättete Haut); face_frames=14
Menschliche Bewertung des Modells: Hautglättung=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",skin_smoothness_variant_5,skin_smoothness
abb_kategorie_skin_smoothness_v05.png,2,7032242293411286273,VI,Hautglättung | VI | id=286273,"Modell: highpass_idx=0.05 (mittel glatte Haut); dog_idx=0.13 (glatte Haut); face_frames=10
Menschliche Bewertung des Modells: Hautglättung=teilweise passend (3.00/5 Likert-Skala; n=2)",skin_smoothness_variant_5,skin_smoothness
abb_kategorie_skin_smoothness_v05.png,3,7228975173284744491,RI,Hautglättung | RI | id=744491,"Modell: highpass_idx=0.09 (sehr glatte stark geglättete Haut); dog_idx=0.19 (sehr glatte stark geglättete Haut); face_frames=9
Menschliche Bewertung des Modells: Hautglättung=sehr gut passend (5.00/5 Likert-Skala; n=2)",skin_smoothness_variant_5,skin_smoothness
abb_kategorie_face_orientation_v05.png,1,7174800420806708522,RI,Gesichtsorientierung | RI | id=708522,"Modell: orientation=Frontal; pitch=6.43; yaw=-1.23
Menschliche Bewertung des Modells: Gesichtsorientierung=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_orientation_variant_5,face_orientation
abb_kategorie_face_orientation_v05.png,2,7491713457146875158,RI,Gesichtsorientierung | RI | id=875158,"Modell: orientation=Left; pitch=9.02; yaw=-14.61
Menschliche Bewertung des Modells: Gesichtsorientierung=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_orientation_variant_5,face_orientation
abb_kategorie_face_orientation_v05.png,3,7014189798315298053,VI,Gesichtsorientierung | VI | id=298053,"Modell: orientation=Down; pitch=12.19; yaw=-9.32
Menschliche Bewertung des Modells: Gesichtsorientierung=teilweise passend (3.00/5 Likert-Skala; n=2)",face_orientation_variant_5,face_orientation
abb_kategorie_brightness_v05.png,1,7034987201482001670,VI,Helligkeit | VI | id=001670,"Modell: brightness_idx=122.27 (mittel hell)
Menschliche Bewertung des Modells: Helligkeit=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",brightness_variant_5,brightness
abb_kategorie_brightness_v05.png,2,7027954993026190598,VI,Helligkeit | VI | id=190598,"Modell: brightness_idx=129.82 (mittel hell)
Menschliche Bewertung des Modells: Helligkeit=gut passend (4.00/5 Likert-Skala; n=2)",brightness_variant_5,brightness
abb_kategorie_brightness_v05.png,3,7537330858357706006,VI,Helligkeit | VI | id=706006,"Modell: brightness_idx=93.27 (sehr dunkel)
Menschliche Bewertung des Modells: Helligkeit=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",brightness_variant_5,brightness
abb_kategorie_contrast_v05.png,1,7496943419483278635,RI,Kontrast | RI | id=278635,"Modell: contrast_idx=58.00 (mittlerer Kontrast)
Menschliche Bewertung des Modells: Kontrast=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",contrast_variant_5,contrast
abb_kategorie_contrast_v05.png,2,7027954993026190598,VI,Kontrast | VI | id=190598,"Modell: contrast_idx=65.59 (eher hoher Kontrast)
Menschliche Bewertung des Modells: Kontrast=gut passend (4.00/5 Likert-Skala; n=2)",contrast_variant_5,contrast
abb_kategorie_contrast_v05.png,3,7014189798315298053,VI,Kontrast | VI | id=298053,"Modell: contrast_idx=81.33 (sehr hoher Kontrast)
Menschliche Bewertung des Modells: Kontrast=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",contrast_variant_5,contrast
abb_kategorie_saturation_v05.png,1,7491097821064482070,RI,Sättigung | RI | id=482070,"Modell: saturation_idx=63.38 (sehr geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",saturation_variant_5,saturation
abb_kategorie_saturation_v05.png,2,7242309744612953390,RI,Sättigung | RI | id=953390,"Modell: saturation_idx=51.03 (sehr geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=gut passend (4.00/5 Likert-Skala; n=2)",saturation_variant_5,saturation
abb_kategorie_saturation_v05.png,3,7517473852260240654,RI,Sättigung | RI | id=240654,"Modell: saturation_idx=94.02 (eher geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=teilweise passend (3.00/5 Likert-Skala; n=2)",saturation_variant_5,saturation
abb_kategorie_sharpness_v05.png,1,7491097821064482070,RI,Schärfe | RI | id=482070,"Modell: laplacian_mean=1258.75 (eher scharf)
Menschliche Bewertung des Modells: Schärfe=sehr gut passend (5.00/5 Likert-Skala; n=2)",sharpness_variant_5,sharpness
abb_kategorie_sharpness_v05.png,2,7496943419483278635,RI,Schärfe | RI | id=278635,"Modell: laplacian_mean=243.36 (sehr unscharf)
Menschliche Bewertung des Modells: Schärfe=gut passend (4.00/5 Likert-Skala; n=2)",sharpness_variant_5,sharpness
abb_kategorie_sharpness_v05.png,3,7516618844039957802,RI,Schärfe | RI | id=957802,"Modell: laplacian_mean=297.38 (sehr unscharf)
Menschliche Bewertung des Modells: Schärfe=teilweise passend (3.00/5 Likert-Skala; n=2)",sharpness_variant_5,sharpness
abb_kategorie_aesthetic_quality_v05.png,1,7517473852260240654,RI,Ästhetik | RI | id=240654,"Modell: aesthetic_score=4.92 (mittlere visuelle qualitaet); frames=92
Menschliche Bewertung des Modells: Ästhetik=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",aesthetic_quality_variant_5,aesthetic_quality
abb_kategorie_aesthetic_quality_v05.png,2,7129589619099847982,VI,Ästhetik | VI | id=847982,"Modell: aesthetic_score=3.91 (sehr niedrige visuelle qualitaet); frames=8
Menschliche Bewertung des Modells: Ästhetik=gut passend (4.00/5 Likert-Skala; n=2)",aesthetic_quality_variant_5,aesthetic_quality
abb_kategorie_aesthetic_quality_v05.png,3,7174800420806708522,RI,Ästhetik | RI | id=708522,"Modell: aesthetic_score=4.30 (eher niedrige visuelle qualitaet); frames=22
Menschliche Bewertung des Modells: Ästhetik=teilweise passend (3.00/5 Likert-Skala; n=2)",aesthetic_quality_variant_5,aesthetic_quality
abb_kategorie_filter_strength_v05.png,1,7027954993026190598,VI,Filterstärke | VI | id=190598,"Modell: filter=stark (sehr starke Filterwirkung); prob=0.99; frames=10
Menschliche Bewertung des Modells: Filterstärke=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",filter_strength_variant_5,filter_strength
abb_kategorie_filter_strength_v05.png,2,7174800420806708522,RI,Filterstärke | RI | id=708522,"Modell: filter=stark (sehr starke Filterwirkung); prob=1.00; frames=12
Menschliche Bewertung des Modells: Filterstärke=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",filter_strength_variant_5,filter_strength
abb_kategorie_filter_strength_v05.png,3,7517473852260240654,RI,Filterstärke | RI | id=240654,"Modell: filter=stark (sehr starke Filterwirkung); prob=1.00; frames=12
Menschliche Bewertung des Modells: Filterstärke=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",filter_strength_variant_5,filter_strength
abb_kategorie_personen_anzahl_v05.png,1,7512643920539700526,RI,Personenzahl | RI | id=700526,"Modell: persons=1.08; max=2; frames=24
Menschliche Bewertung des Modells: Personenzahl=sehr gut passend (5.00/5 Likert-Skala; n=2)",personen_anzahl_variant_5,personen_anzahl
abb_kategorie_personen_anzahl_v05.png,2,7535881652539510038,VI,Personenzahl | VI | id=510038,"Modell: persons=1.67; max=3; frames=9
Menschliche Bewertung des Modells: Personenzahl=gut passend (4.00/5 Likert-Skala; n=2)",personen_anzahl_variant_5,personen_anzahl
abb_kategorie_personen_anzahl_v05.png,3,7573527601692626189,RI,Personenzahl | RI | id=626189,"Modell: persons=3.21; max=7; frames=24
Menschliche Bewertung des Modells: Personenzahl=eher schlecht passend (2.00/5 Likert-Skala; n=2)",personen_anzahl_variant_5,personen_anzahl
